"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," -ESI TIC MRM Frag=166.0V (** -> **) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/16:0;O): -ESI MRM Frag=166.0V CID@40.0 (612.5 -> 308.3) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.132,6.187,6.270,239.14,949.10,14.12,17.30,4.69,0.138,0.067,45.90,45.91,5.855,6.132,6.270,6.422,45.90,45.91,1.30,285.04,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,7.226,7.309,7.447,1382.28,6723.20,100.00,100.00,33.23,0.222,0.070,48.38,47.22,7.226,7.240,7.447,7.461,45.97,45.99,2.17,1428.26,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,7.447,7.531,7.627,253.53,1107.85,16.48,18.34,5.48,0.180,0.069,47.22,52.50,7.447,7.461,7.586,7.614,45.99,46.00,0.82,299.52,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"4" ,7.627,7.683,7.821,172.24,713.30,10.61,12.46,3.53,0.194,0.065,52.50,46.20,7.586,7.614,7.808,7.821,46.00,46.01,1.05,218.24,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"5" ,8.445,8.514,8.597,574.22,2619.60,38.96,41.54,12.95,0.152,0.070,75.18,90.02,8.362,8.375,8.583,8.597,46.05,46.06,1.39,620.28,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"6" ,8.597,8.722,8.846,711.15,4003.36,59.55,51.45,19.79,0.249,0.071,90.02,87.86,8.583,8.597,8.846,8.860,46.06,46.08,0.98,757.22,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"7" ,8.846,8.929,9.026,796.77,4117.31,61.24,57.64,20.35,0.180,0.090,87.86,46.24,8.846,8.860,9.026,9.040,46.08,46.09,1.10,842.86,,,  ,392.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/22:0;O): -ESI MRM Frag=166.0V CID@40.0 (696.6 -> 392.4) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.119,6.201,6.326,391.54,1706.12,31.95,42.51,11.57,0.207,0.067,45.83,45.85,6.021,6.118,6.326,6.395,45.83,45.85,1.19,437.38,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,6.395,6.547,6.617,188.39,1279.63,23.96,20.45,8.68,0.222,0.129,45.86,128.94,6.326,6.395,6.603,6.617,45.86,45.88,0.66,234.26,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,6.617,6.658,6.741,185.76,755.60,14.15,20.17,5.12,0.125,0.072,128.94,45.98,6.603,6.617,6.727,6.741,45.88,45.89,1.05,231.64,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"4" ,7.212,7.323,7.461,921.13,5340.68,100.00,100.00,36.22,0.249,0.090,45.94,72.38,7.018,7.212,7.448,7.461,45.94,45.96,1.30,967.08,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"5" ,8.403,8.514,8.597,497.02,2217.99,41.53,53.96,15.04,0.194,0.071,46.10,56.92,8.140,8.403,8.611,8.611,46.05,46.07,0.96,543.08,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"6" ,8.597,8.722,8.791,485.40,2265.40,42.42,52.70,15.36,0.194,0.074,56.92,55.90,8.611,8.611,8.791,8.819,46.07,46.09,0.82,531.48,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"7" ,8.860,8.944,9.096,285.75,1179.04,22.08,31.02,8.00,0.235,0.067,52.80,46.16,8.860,8.874,9.027,9.096,46.10,46.12,0.98,331.86,,,  ,392.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/22:0;O): -ESI MRM Frag=166.0V CID@60.0 (696.6 -> 392.4) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,7.186,7.336,7.487,936.27,5094.61,100.00,100.00,36.74,0.301,0.087,46.01,46.05,7.129,7.184,7.475,7.503,46.01,46.05,0.73,982.30,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,8.431,8.514,8.597,342.24,1621.25,31.82,36.55,11.69,0.166,0.078,46.26,48.46,8.417,8.431,8.597,8.611,46.15,46.17,0.94,388.40,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,8.611,8.721,8.791,761.94,3159.49,62.02,81.38,22.78,0.180,0.065,64.18,75.30,8.597,8.611,8.791,8.805,46.17,46.19,0.93,808.12,,,  ,392.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"4" ,8.791,8.929,9.054,721.58,3993.16,78.38,77.07,28.79,0.263,0.078,75.30,49.34,8.791,8.805,9.040,9.054,46.19,46.21,0.60,767.78,,,  ,392.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/24:0;O): -ESI MRM Frag=166.0V CID@50.0 (724.6 -> 420.4) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.560,6.698,6.795,1441.48,8661.47,31.17,37.04,19.45,0.235,0.091,52.28,397.32,6.241,6.490,6.781,6.795,46.00,46.02,1.24,1487.50,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,6.795,6.906,7.169,3891.49,27792.29,100.00,100.00,62.41,0.374,0.097,397.32,50.46,6.781,6.795,7.169,7.183,46.02,46.05,1.54,3937.52,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,7.903,8.014,8.097,1922.48,8076.67,29.06,49.40,18.14,0.194,0.068,46.22,47.76,7.862,7.917,8.097,8.111,46.11,46.13,0.85,1968.60,,,  ,420.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/24:0;O): -ESI MRM Frag=166.0V CID@60.0 (724.6 -> 420.4) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.587,6.698,6.809,172.92,847.39,7.81,9.93,5.74,0.222,0.076,46.04,46.10,6.532,6.615,6.795,6.809,45.95,45.98,1.26,218.88,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,6.809,6.919,7.086,1741.11,10848.00,100.00,100.00,73.50,0.277,0.091,46.10,72.70,6.795,6.809,7.072,7.086,45.98,46.01,1.46,1787.10,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,7.889,8.014,8.150,744.60,3063.59,28.24,42.77,20.76,0.261,0.067,46.20,46.13,7.861,7.889,8.152,8.208,46.11,46.13,0.94,790.72,,,  ,420.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(d18:1/24:0;O): -ESI MRM Frag=166.0V CID@40.0 (724.6 -> 420.4) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.560,6.698,6.795,1772.87,10606.11,26.33,32.89,16.07,0.235,0.093,46.02,335.54,6.518,6.560,6.795,6.809,46.02,46.03,1.39,1818.90,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"2" ,6.795,6.920,7.114,5390.98,40281.39,100.00,100.00,61.05,0.319,0.113,335.54,176.78,6.795,6.809,7.100,7.114,46.03,46.05,1.37,5437.02,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"3" ,7.114,7.142,7.211,223.87,1061.01,2.63,4.15,1.61,0.097,0.111,176.78,182.88,7.100,7.114,7.197,7.211,46.05,46.05,1.67,269.92,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"4" ,7.211,7.225,7.294,186.13,683.59,1.70,3.45,1.04,0.083,0.082,182.88,123.68,7.197,7.211,7.294,7.308,46.05,46.06,3.00,232.18,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"5" ,7.294,7.322,7.391,125.24,617.28,1.53,2.32,0.94,0.097,0.097,123.68,142.64,7.294,7.308,7.377,7.391,46.06,46.06,2.50,171.30,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"6" ,7.391,7.419,7.474,151.60,530.15,1.32,2.81,0.80,0.083,0.079,142.64,46.06,7.377,7.391,7.474,7.557,46.06,46.06,1.25,197.66,,,  ,420.4,,,,,,,,,,,,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"7" ,7.889,8.014,8.166,2496.05,12204.84,30.30,46.30,18.50,0.277,0.075,82.80,46.20,7.889,7.903,8.166,8.180,46.08,46.10,1.39,2542.14,,,  ,420.4,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/16:0): -ESI MRM Frag=166.0V CID@60.0 (614.5 -> 310.3) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/16:0): -ESI MRM Frag=166.0V CID@50.0 (614.5 -> 310.3) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/16:0): -ESI MRM Frag=166.0V CID@40.0 (614.5 -> 310.3) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.301,6.440,6.565,151.88,781.32,100.00,100.00,100.00,0.263,0.077,50.68,45.92,5.872,6.260,6.523,6.634,45.86,45.89,0.76,197.76,,,  ,310.3,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/18:0): -ESI MRM Frag=166.0V CID@50.0 (642.6 -> 338.3) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/18:0): -ESI MRM Frag=166.0V CID@40.0 (642.6 -> 338.3) acyl01_40_60.d "
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d" ,"1" ,6.910,7.006,7.153,179.24,1084.50,100.00,100.00,100.00,0.243,0.108,45.96,46.01,6.799,6.910,7.131,7.367,45.96,46.01,1.20,225.22,,,  ,338.3,,,,,,,,,,,,

"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/18:0): -ESI MRM Frag=166.0V CID@60.0 (642.6 -> 338.3) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/20:0): -ESI MRM Frag=166.0V CID@50.0 (670.6 -> 366.3) acyl01_40_60.d "
"No integration results available"
"D:\MassHunter\Data\20221025 ceramide neg\acyl01_40_60.d"," Cer(t18:0/20:0): -ESI MRM Frag=166.0V CID@60.0 (670.6 -> 366.3) acyl01_40_60.d "
"No integration results available"
